Metric,Category,Player,Value
Possession_Carries_Mis,Bottom,Aaron Cresswell,0.0
Possession_Carries_Mis,Bottom,Alphonse Areola,0.0
Possession_Carries_Mis,Bottom,Angelo Ogbonna,0.0
Possession_Carries_Dis,Top,Mohammed Kudus,93.0
Possession_Carries_Dis,Top,Dominic Solanke,81.0
Possession_Carries_Dis,Top,Lucas Paquetá,81.0
Possession_Carries_Dis,Bottom,Aaron Ramsdale,0.0
Possession_Carries_Dis,Bottom,Alisson,0.0
Possession_Carries_Dis,Bottom,Alphonse Areola,0.0
Possession_Receiving_Rec,Top,Rodri,3242.0
Possession_Receiving_Rec,Top,Pascal Groß,2736.0
Possession_Receiving_Rec,Top,Lewis Dunk,2681.0
Possession_Receiving_Rec,Bottom,Leon Chiwome,18.0
Possession_Receiving_Rec,Bottom,John Fleck,27.0
Possession_Receiving_Rec,Bottom,Neal Maupay,28.0
Possession_Receiving_PrgR,Top,Bukayo Saka,508.0
Possession_Receiving_PrgR,Top,Dejan Kulusevski,388.0
Possession_Receiving_PrgR,Top,Gabriel Martinelli,345.0
Possession_Receiving_PrgR,Bottom,Aaron Ramsdale,0.0
Possession_Receiving_PrgR,Bottom,Alisson,0.0
Possession_Receiving_PrgR,Bottom,Alphonse Areola,0.0
Playing Time_Starts_Starts,Top,André Onana,38.0
Playing Time_Starts_Starts,Top,Bernd Leno,38.0
Playing Time_Starts_Starts,Top,Guglielmo Vicario,38.0
Playing Time_Starts_Starts,Bottom,David Ozoh,0.0
Playing Time_Starts_Starts,Bottom,Ivan Perišić,0.0
Playing Time_Starts_Starts,Bottom,Jesurun Rak Sakyi,0.0
Playing Time_Starts_Mn/Start,Top,Aaron Ramsdale,90.0
Playing Time_Starts_Mn/Start,Top,Alisson,90.0
Playing Time_Starts_Mn/Start,Top,Andrew Omobamidele,90.0
Playing Time_Starts_Mn/Start,Bottom,Rhys Norrington-Davies,27.0
Playing Time_Starts_Mn/Start,Bottom,Benson Manuel,45.0
Playing Time_Starts_Mn/Start,Bottom,John Fleck,45.0
Playing Time_Starts_Compl,Top,André Onana,38.0
Playing Time_Starts_Compl,Top,Bernd Leno,38.0
Playing Time_Starts_Compl,Top,Guglielmo Vicario,38.0
Playing Time_Starts_Compl,Bottom,Aaron Ramsey,0.0
Playing Time_Starts_Compl,Bottom,Adam Lallana,0.0
Playing Time_Starts_Compl,Bottom,Adama Traoré,0.0
Playing Time_Subs_Subs,Top,Pierre Højbjerg,28.0
Playing Time_Subs_Subs,Top,Harvey Elliott,23.0
Playing Time_Subs_Subs,Top,Cauley Woodrow,22.0
Playing Time_Subs_Subs,Bottom,Aaron Hickey,0.0
Playing Time_Subs_Subs,Bottom,Aaron Ramsdale,0.0
Playing Time_Subs_Subs,Bottom,Abdoulaye Doucouré,0.0
Playing Time_Subs_Mn/Sub,Top,Anthony Gordon,79.0
Playing Time_Subs_Mn/Sub,Top,Adam Wharton,63.0
Playing Time_Subs_Mn/Sub,Top,Daniel Bentley,57.0
Playing Time_Subs_Mn/Sub,Bottom,Ben Godfrey,1.0
Playing Time_Subs_Mn/Sub,Bottom,Ben Mee,1.0
Playing Time_Subs_Mn/Sub,Bottom,Ethan Pinnock,1.0
Playing Time_Subs_unSub,Top,Daniel Bentley,33.0
Playing Time_Subs_unSub,Top,Thomas Strakosha,32.0
Playing Time_Subs_unSub,Top,Aaron Ramsdale,31.0
Playing Time_Subs_unSub,Bottom,Aaron Hickey,0.0
Playing Time_Subs_unSub,Bottom,Abdoulaye Doucouré,0.0
Playing Time_Subs_unSub,Bottom,Adam Wharton,0.0
Playing Time_Team Success_PPM,Top,Thomas Partey,2.71
Playing Time_Team Success_PPM,Top,Aaron Ramsdale,2.67
Playing Time_Team Success_PPM,Top,Kevin De Bruyne,2.67
Playing Time_Team Success_PPM,Bottom,Alex Iwobi,0.0
Playing Time_Team Success_PPM,Bottom,John Fleck,0.0
Playing Time_Team Success_PPM,Bottom,Matheus Nunes,0.0
Playing Time_Team Success_onG,Top,William Saliba,91.0
Playing Time_Team Success_onG,Top,Rodri,87.0
Playing Time_Team Success_onG,Top,Declan Rice,84.0
Playing Time_Team Success_onG,Bottom,Alex Iwobi,0.0
Playing Time_Team Success_onG,Bottom,Benson Manuel,0.0
Playing Time_Team Success_onG,Bottom,Neal Maupay,0.0
Playing Time_Team Success_onGA,Top,Anel Ahmedhodžić,89.0
Playing Time_Team Success_onGA,Top,Thomas Kaminski,85.0
Playing Time_Team Success_onGA,Top,Gustavo Hamer,83.0
Playing Time_Team Success_onGA,Bottom,Hannibal Mejbri,1.0
Playing Time_Team Success_onGA,Bottom,Ivan Perišić,1.0
Playing Time_Team Success_onGA,Bottom,Reiss Nelson,1.0
Playing Time_Team Success xG_onxG,Top,Virgil van Dijk,82.1
Playing Time_Team Success xG_onxG,Top,William Saliba,76.1
Playing Time_Team Success xG_onxG,Top,Bruno Guimarães,74.0
Playing Time_Team Success xG_onxG,Bottom,Benson Manuel,0.5
Playing Time_Team Success xG_onxG,Bottom,Jaidon Anthony,0.6
Playing Time_Team Success xG_onxG,Bottom,Tawanda Chirewa,0.8
Playing Time_Team Success xG_onxGA,Top,Thomas Kaminski,77.6
Playing Time_Team Success xG_onxGA,Top,André Onana,68.9
Playing Time_Team Success xG_onxGA,Top,Max Kilman,67.7
Playing Time_Team Success xG_onxGA,Bottom,Ivan Perišić,1.5
Playing Time_Team Success xG_onxGA,Bottom,Neal Maupay,1.5
Playing Time_Team Success xG_onxGA,Bottom,Tawanda Chirewa,1.5
Miscellaneous Stats_Performance_Fls,Top,Conor Gallagher,83.0
Miscellaneous Stats_Performance_Fls,Top,João Gomes,66.0
Miscellaneous Stats_Performance_Fls,Top,Dejan Kulusevski,54.0
Miscellaneous Stats_Performance_Fls,Bottom,Aaron Ramsdale,0.0
Miscellaneous Stats_Performance_Fls,Bottom,Alex Iwobi,0.0
Miscellaneous Stats_Performance_Fls,Bottom,Arijanet Muric,0.0
Miscellaneous Stats_Performance_Fld,Top,Bruno Guimarães,108.0
Miscellaneous Stats_Performance_Fld,Top,Jordan Ayew,94.0
Miscellaneous Stats_Performance_Fld,Top,Mohammed Kudus,75.0
Miscellaneous Stats_Performance_Fld,Bottom,Alex Iwobi,0.0
Miscellaneous Stats_Performance_Fld,Bottom,Alfie Gilchrist,0.0
Miscellaneous Stats_Performance_Fld,Bottom,Caoimhín Kelleher,0.0
Miscellaneous Stats_Performance_Off,Top,Darwin Núñez,33.0
Miscellaneous Stats_Performance_Off,Top,Nicolas Jackson,28.0
Miscellaneous Stats_Performance_Off,Top,Dominic Calvert-Lewin,24.0
Miscellaneous Stats_Performance_Off,Bottom,Aaron Hickey,0.0
Miscellaneous Stats_Performance_Off,Bottom,Aaron Ramsdale,0.0
Miscellaneous Stats_Performance_Off,Bottom,Aaron Wan-Bissaka,0.0
Miscellaneous Stats_Performance_Crs,Top,Alfie Doughty,340.0
Miscellaneous Stats_Performance_Crs,Top,Pascal Groß,238.0
Miscellaneous Stats_Performance_Crs,Top,Dwight McNeil,229.0
Miscellaneous Stats_Performance_Crs,Bottom,Aaron Ramsdale,0.0
Miscellaneous Stats_Performance_Crs,Bottom,Alisson,0.0
Miscellaneous Stats_Performance_Crs,Bottom,Alphonse Areola,0.0
Miscellaneous Stats_Performance_OG,Top,Antonee Robinson,2.0
Miscellaneous Stats_Performance_OG,Top,Daiki Hashioka,2.0
Miscellaneous Stats_Performance_OG,Top,Emiliano Martínez,2.0
Miscellaneous Stats_Performance_OG,Bottom,Aaron Cresswell,0.0
Miscellaneous Stats_Performance_OG,Bottom,Aaron Hickey,0.0
Miscellaneous Stats_Performance_OG,Bottom,Aaron Ramsdale,0.0
Miscellaneous Stats_Performance_Recov,Top,Bruno Guimarães,237.0
Miscellaneous Stats_Performance_Recov,Top,Rodri,235.0
Miscellaneous Stats_Performance_Recov,Top,Ryan Christie,231.0
Miscellaneous Stats_Performance_Recov,Bottom,Ionuț Radu,0.0
Miscellaneous Stats_Performance_Recov,Bottom,Mark Travers,1.0
Miscellaneous Stats_Performance_Recov,Bottom,Thomas Strakosha,1.0
Miscellaneous Stats_Aerial Duels_Won,Top,James Tarkowski,140.0
Miscellaneous Stats_Aerial Duels_Won,Top,Virgil van Dijk,140.0
Miscellaneous Stats_Aerial Duels_Won,Top,Dominic Calvert-Lewin,137.0
Miscellaneous Stats_Aerial Duels_Won,Bottom,Aaron Ramsdale,0.0
Miscellaneous Stats_Aerial Duels_Won,Bottom,Alex Iwobi,0.0
Miscellaneous Stats_Aerial Duels_Won,Bottom,Anass Zaroury,0.0
Miscellaneous Stats_Aerial Duels_Lost,Top,Carlton Morris,169.0
Miscellaneous Stats_Aerial Duels_Lost,Top,Dominic Calvert-Lewin,144.0
Miscellaneous Stats_Aerial Duels_Lost,Top,Dominic Solanke,135.0
Miscellaneous Stats_Aerial Duels_Lost,Bottom,Aaron Ramsdale,0.0
Miscellaneous Stats_Aerial Duels_Lost,Bottom,Alex Iwobi,0.0
Miscellaneous Stats_Aerial Duels_Lost,Bottom,Arijanet Muric,0.0
Miscellaneous Stats_Aerial Duels_Won%,Top,Arijanet Muric,100.0
Miscellaneous Stats_Aerial Duels_Won%,Top,Bart Verbruggen,100.0
Miscellaneous Stats_Aerial Duels_Won%,Top,Caoimhín Kelleher,100.0
Miscellaneous Stats_Aerial Duels_Won%,Bottom,Anass Zaroury,0.0
Miscellaneous Stats_Aerial Duels_Won%,Bottom,Andros Townsend,0.0
Miscellaneous Stats_Aerial Duels_Won%,Bottom,Benson Manuel,0.0
